word	polarity
escapade	-0.41
eschew	-0.21
estranged	-0.51
evade	-0.11
evasion	-0.31
evasive	-0.31
evil	-0.01
evildoer	-0.41
evils	-0.11
eviscerate	-0.61
exacerbate	-0.61
exagerate	-0.51
exagerated	-0.61
exagerates	-0.61
exaggerate	-0.61
exaggeration	-0.81
exasperate	-0.61
exasperated	-0.71
exasperating	-0.81
exasperatingly	-1.01
exasperation	-0.81
excessive	-0.51
excessively	-0.71
exclusion	-0.51
excoriate	-0.51
excruciating	-0.81
excruciatingly	-1.01
excuse	-0.21
excuses	-0.31
execrate	-0.41
exhaust	-0.31
exhausted	-0.51
exhaustion	-0.61
exhausts	-0.41
exhorbitant	-0.71
exhort	-0.21
exile	-0.11
exorbitant	-0.61
exorbitantance	-1.01
exorbitantly	-0.81
expel	-0.11
expensive	-0.51
expire	-0.21
expired	-0.31
explode	-0.31
exploit	-0.31
exploitation	-0.81
explosive	-0.51
expropriate	-0.71
expropriation	-0.91
expulse	-0.31
expunge	-0.31
exterminate	-0.71
extermination	-0.91
extinguish	-0.61
extort	-0.21
extortion	-0.51
extraneous	-0.61
extravagance	-0.81
extravagant	-0.71
extravagantly	-0.91
extremism	-0.51
extremist	-0.51
extremists	-0.61
eyesore	-0.31
f**k	-0.01
fabricate	-0.51
fabrication	-0.71
facetious	-0.51
facetiously	-0.71
fail	-0.01
failed	-0.21
failing	-0.31
fails	-0.11
failure	-0.31
failures	-0.41
faint	-0.11
fainthearted	-0.81
faithless	-0.51
fake	-0.01
fall	-0.01
fallacies	-0.51
fallacious	-0.61
fallaciously	-0.81
fallaciousness	-1.01
fallacy	-0.31
fallen	-0.21
falling	-0.31
fallout	-0.31
falls	-0.11
FALSE	-0.11
falsehood	-0.51
falsely	-0.31
falsify	-0.31
falter	-0.21
faltered	-0.41
famine	-0.21
famished	-0.41
fanatic	-0.31
fanatical	-0.51
fanatically	-0.71
fanaticism	-0.61
fanatics	-0.41
fanciful	-0.41
far-fetched	-0.71
farce	-0.11
farcical	-0.41
farcical-yet-provocative	-2.01
farcically	-0.61
farfetched	-0.61
fascism	-0.31
fascist	-0.31
fastidious	-0.61
fastidiously	-0.81
fastuous	-0.41
fat	0
fat-cat	-0.31
fat-cats	-0.41
fatal	-0.11
fatalistic	-0.61
fatalistically	-1.01
fatally	-0.31
fatcat	-0.21
fatcats	-0.31
fateful	-0.31
fatefully	-0.51
fathomless	-0.61
fatigue	-0.31
fatigued	-0.41
fatique	-0.31
fatty	-0.11
fatuity	-0.31
fatuous	-0.31
fatuously	-0.51
fault	-0.11
faults	-0.21
faulty	-0.21
fawningly	-0.51
faze	-0.01
fear	-0.01
fearful	-0.31
fearfully	-0.51
fears	-0.11
fearsome	-0.41
feckless	-0.41
feeble	-0.21
feeblely	-0.41
feebleminded	-0.81
feign	-0.11
feint	-0.11
fell	-0.01
felon	-0.11
felonious	-0.51
ferociously	-0.71
ferocity	-0.41
fetid	-0.11
fever	-0.11
feverish	-0.41
fevers	-0.21
fiasco	-0.21
fib	0
fibber	-0.21
fickle	-0.21
fiction	-0.31
fictional	-0.51
fictitious	-0.61
fidget	-0.21
fidgety	-0.31
fiend	-0.11
fiendish	-0.41
fierce	-0.21
figurehead	-0.61
filth	-0.11
filthy	-0.21
finagle	-0.31
finicky	-0.31
fissures	-0.41
fist	-0.01
flabbergast	-0.71
flabbergasted	-0.91
flagging	-0.41
flagrant	-0.41
flagrantly	-0.61
flair	-0.11
flairs	-0.21
flak	-0.01
flake	-0.11
flakey	-0.21
flakieness	-0.61
flaking	-0.31
flaky	-0.11
flare	-0.11
flares	-0.21
flareup	-0.31
flareups	-0.41
flat-out	-0.41
flaunt	-0.21
flaw	-0.01
flawed	-0.21
flaws	-0.11
flee	-0.01
fleed	-0.11
fleeing	-0.31
fleer	-0.11
flees	-0.11
fleeting	-0.41
flicering	-0.51
flicker	-0.31
flickering	-0.61
flickers	-0.41
flighty	-0.31
flimflam	-0.41
flimsy	-0.21
flirt	-0.11
flirty	-0.21
floored	-0.31
flounder	-0.41
floundering	-0.71
flout	-0.11
fluster	-0.31
foe	0
fool	-0.01
fooled	-0.21
foolhardy	-0.51
foolish	-0.31
foolishly	-0.51
foolishness	-0.71
forbid	-0.21
forbidden	-0.51
forbidding	-0.61
forceful	-0.41
foreboding	-0.61
forebodingly	-0.81
forfeit	-0.31
forged	-0.21
forgetful	-0.51
forgetfully	-0.71
forgetfulness	-0.91
forlorn	-0.31
forlornly	-0.51
forsake	-0.31
forsaken	-0.41
forswear	-0.41
foul	-0.01
foully	-0.21
foulness	-0.41
fractious	-0.51
fractiously	-0.71
fracture	-0.41
fragile	-0.31
fragmented	-0.61
frail	-0.11
frantic	-0.31
frantically	-0.71
franticly	-0.51
fraud	-0.11
fraudulent	-0.61
fraught	-0.31
frazzle	-0.31
frazzled	-0.41
freak	-0.11
freaking	-0.41
freakish	-0.41
freakishly	-0.61
freaks	-0.21
freeze	-0.21
freezes	-0.31
freezing	-0.41
frenetic	-0.41
frenetically	-0.81
frenzied	-0.41
frenzy	-0.21
fret	-0.01
fretful	-0.31
frets	-0.11
friction	-0.41
frictions	-0.51
fried	-0.11
friggin	-0.31
frigging	-0.41
fright	-0.21
frighten	-0.41
frightening	-0.71
frighteningly	-0.91
frightful	-0.51
frightfully	-0.71
frigid	-0.21
frost	-0.11
frown	-0.11
froze	-0.11
frozen	-0.21
fruitless	-0.51
fruitlessly	-0.71
frustrate	-0.51
frustrated	-0.61
frustrates	-0.61
frustrating	-0.71
frustratingly	-0.91
frustration	-0.71
frustrations	-0.81
fuck	-0.01
fucking	-0.31
fudge	-0.11
fugitive	-0.41
full-blown	-0.61
fulminate	-0.51
fumble	-0.21
fume	-0.01
fumes	-0.11
fundamentalism	-1.01
funky	-0.11
funnily	-0.31
funny	-0.11
furious	-0.31
furiously	-0.51
furor	-0.11
fury	-0.01
fuss	-0.01
fussy	-0.11
fustigate	-0.51
fusty	-0.11
futile	-0.21
futilely	-0.41
futility	-0.41
fuzzy	-0.11
gabble	-0.21
gaff	-0.01
gaffe	-0.11
gainsay	-0.31
gainsayer	-0.51
gall	-0.01
galling	-0.31
gallingly	-0.51
galls	-0.11
gangster	-0.41
gape	-0.01
garbage	-0.31
garish	-0.21
gasp	-0.01
gauche	-0.21
gaudy	-0.11
gawk	-0.01
gawky	-0.11
geezer	-0.21
genocide	-0.41
get-rich	-0.41
ghastly	-0.31
ghetto	-0.21
ghosting	-0.41
gibber	-0.21
gibberish	-0.51
gibe	-0.01
giddy	-0.11
gimmick	-0.31
gimmicked	-0.51
gimmicking	-0.61
gimmicks	-0.41
gimmicky	-0.41
glare	-0.11
glaringly	-0.51
glib	-0.01
glibly	-0.21
glitch	-0.21
glitches	-0.41
gloatingly	-0.61
gloom	-0.11
gloomy	-0.21
glower	-0.21
glum	-0.01
glut	-0.01
gnawing	-0.31
goad	-0.01
goading	-0.31
god-awful	-0.51
goof	-0.01
goofy	-0.11
goon	-0.01
gossip	-0.21
graceless	-0.51
gracelessly	-0.71
graft	-0.11
grainy	-0.21
grapple	-0.31
grate	-0.11
grating	-0.31
gravely	-0.31
greasy	-0.21
greed	-0.11
greedy	-0.21
grief	-0.11
grievance	-0.51
grievances	-0.61
grieve	-0.21
grieving	-0.41
grievous	-0.41
grievously	-0.61
grim	-0.01
grimace	-0.31
grind	-0.11
gripe	-0.11
gripes	-0.21
grisly	-0.21
gritty	-0.21
gross	-0.11
grossly	-0.31
grotesque	-0.51
grouch	-0.21
grouchy	-0.31
groundless	-0.61
grouse	-0.21
growl	-0.11
grudge	-0.21
grudges	-0.31
grudging	-0.41
grudgingly	-0.61
gruesome	-0.41
gruesomely	-0.61
gruff	-0.11
grumble	-0.31
grumpier	-0.41
grumpiest	-0.51
grumpily	-0.41
grumpish	-0.41
grumpy	-0.21
guile	-0.11
guilt	-0.11
guiltily	-0.41
guilty	-0.21
gullible	-0.41
gutless	-0.31
gutter	-0.21
hack	-0.01
hacks	-0.11
haggard	-0.31
haggle	-0.21
hairloss	-0.41
halfhearted	-0.71
halfheartedly	-0.91
hallucinate	-0.71
hallucination	-0.91
hamper	-0.21
hampered	-0.41
handicapped	-0.71
hang	-0.01
hangs	-0.11
haphazard	-0.51
hapless	-0.31
harangue	-0.41
harass	-0.21
harassed	-0.41
harasses	-0.41
harassment	-0.61
harboring	-0.51
harbors	-0.31
hard	-0.01
hard-hit	-0.41
hard-line	-0.51
hard-liner	-0.61
hardball	-0.41
harden	-0.21
hardened	-0.41
hardheaded	-0.61
hardhearted	-0.71
hardliner	-0.51
hardliners	-0.61
hardship	-0.41
hardships	-0.51
harm	-0.01
harmed	-0.21
harmful	-0.31
harms	-0.11
harpy	-0.11
harridan	-0.41
harried	-0.31
harrow	-0.21
harsh	-0.11
harshly	-0.31
hasseling	-0.51
hassle	-0.21
hassled	-0.31
hassles	-0.31
haste	-0.11
hastily	-0.31
hasty	-0.11
hate	-0.01
hated	-0.11
hateful	-0.31
hatefully	-0.51
hatefulness	-0.71
hater	-0.11
haters	-0.21
hates	-0.11
hating	-0.21
hatred	-0.21
haughtily	-0.51
haughty	-0.31
haunt	-0.11
haunting	-0.41
havoc	-0.11
hawkish	-0.31
haywire	-0.31
hazard	-0.21
hazardous	-0.51
haze	-0.01
hazy	-0.01
head-aches	-0.61
headache	-0.41
headaches	-0.51
heartbreaker	-0.81
heartbreaking	-0.91
heartbreakingly	-1.11
heartless	-0.51
heathen	-0.31
heavy-handed	-0.81
heavyhearted	-0.81
heck	-0.01
heckle	-0.21
heckled	-0.31
heckles	-0.31
hectic	-0.21
hedge	-0.11
hedonistic	-0.61
heedless	-0.41
hefty	-0.11
hegemonism	-0.61
hegemonistic	-0.81
hegemony	-0.41
heinous	-0.31
hell	-0.01
hell-bent	-0.51
hellion	-0.31
hells	-0.11
helpless	-0.41
helplessly	-0.61
helplessness	-0.81
heresy	-0.21
heretic	-0.31
heretical	-0.51
hesitant	-0.41
hestitant	-0.51
hideous	-0.31
hideously	-0.51
hideousness	-0.71
high-priced	-0.71
hiliarious	-0.61
hinder	-0.21
hindrance	-0.51
hiss	-0.01
hissed	-0.21
hissing	-0.31
ho-hum	-0.21
hoard	-0.11
hoax	-0.01
hobble	-0.21
hogs	-0.01
hollow	-0.21
hoodium	-0.31
hoodwink	-0.41
hooligan	-0.41
hopeless	-0.41
hopelessly	-0.61
hopelessness	-0.81
horde	-0.11
horrendous	-0.61
horrendously	-0.81
horrible	-0.41
horrid	-0.21
horrific	-0.41
horrified	-0.51
horrifies	-0.51
horrify	-0.31
horrifying	-0.61
horrifys	-0.41
hostage	-0.31
hostile	-0.31
hostilities	-0.71
hostility	-0.51
hotbeds	-0.31
hothead	-0.31
hotheaded	-0.51
hothouse	-0.41
hubris	-0.21
huckster	-0.41
hum	0
humid	-0.11
humiliate	-0.51
humiliating	-0.71
humiliation	-0.71
humming	-0.31
hung	-0.01
hurt	-0.01
hurted	-0.21
hurtful	-0.31
hurting	-0.31
hurts	-0.11
hustler	-0.31
hype	-0.01
hypocricy	-0.51
hypocrisy	-0.51
hypocrite	-0.51
hypocrites	-0.61
hypocritical	-0.81
hypocritically	-1.01
hysteria	-0.41
hysteric	-0.41
hysterical	-0.61
hysterically	-0.81
hysterics	-0.51
idiocies	-0.41
idiocy	-0.21
idiot	-0.11
idiotic	-0.31
idiotically	-0.71
idiots	-0.21
idle	-0.01
ignoble	-0.31
ignominious	-0.71
ignominiously	-0.91
ignominy	-0.41
ignorance	-0.51
ignorant	-0.41
ignore	-0.21
ill-advised	-0.71
ill-conceived	-0.91
ill-defined	-0.71
ill-designed	-0.81
ill-fated	-0.51
ill-favored	-0.71
ill-formed	-0.61
ill-mannered	-0.81
ill-natured	-0.71
ill-sorted	-0.61
ill-tempered	-0.81
ill-treated	-0.71
ill-treatment	-0.91
ill-usage	-0.51
ill-used	-0.41
illegal	-0.31
illegally	-0.51
illegitimate	-0.81
illicit	-0.31
illiterate	-0.61
illness	-0.31
illogic	-0.31
illogical	-0.51
illogically	-0.71
illusion	-0.41
illusions	-0.51
illusory	-0.41
imaginary	-0.51
imbalance	-0.51
imbecile	-0.41
imbroglio	-0.51
immaterial	-0.61
immature	-0.41
imminence	-0.51
imminently	-0.61
immobilized	-0.71
immoderate	-0.61
immoderately	-0.81
immodest	-0.41
immoral	-0.31
immorality	-0.61
immorally	-0.51
immovable	-0.51
impair	-0.21
impaired	-0.41
impasse	-0.31
impatience	-0.61
impatient	-0.51
impatiently	-0.71
impeach	-0.31
impedance	-0.51
impede	-0.21
impediment	-0.61
impending	-0.51
impenitent	-0.61
imperfect	-0.51
imperfection	-0.81
imperfections	-0.91
imperfectly	-0.71
imperialist	-0.71
imperil	-0.31
imperious	-0.51
imperiously	-0.71
impermissible	-0.91
impersonal	-0.61
impertinent	-0.71
impetuous	-0.51
impetuously	-0.71
impiety	-0.31
impinge	-0.31
impious	-0.31
implacable	-0.61
implausible	-0.71
implausibly	-0.71
implicate	-0.51
implication	-0.71
implode	-0.31
impolite	-0.41
impolitely	-0.61
impolitic	-0.51
importunate	-0.71
importune	-0.51
impose	-0.21
imposers	-0.41
imposing	-0.41
imposition	-0.61
impossible	-0.61
impossiblity	-0.81
impossibly	-0.61
impotent	-0.41
impoverish	-0.61
impoverished	-0.81
impractical	-0.71
imprecate	-0.51
imprecise	-0.51
imprecisely	-0.71
imprecision	-0.71
imprison	-0.41
imprisonment	-0.81
improbability	-0.91
improbable	-0.61
improbably	-0.61
improper	-0.41
improperly	-0.61
impropriety	-0.71
imprudence	-0.61
imprudent	-0.51
impudence	-0.51
impudent	-0.41
impudently	-0.61
impugn	-0.21
impulsive	-0.51
impulsively	-0.71
impunity	-0.41
impure	-0.21
impurity	-0.41
inability	-0.51
inaccuracies	-0.81
inaccuracy	-0.61
inaccurate	-0.61
inaccurately	-0.81
inaction	-0.41
inactive	-0.41
inadequacy	-0.61
inadequate	-0.61
inadequately	-0.81
inadverent	-0.61
inadverently	-0.81
inadvisable	-0.71
inadvisably	-0.71
inane	-0.11
inanely	-0.31
inappropriate	-0.91
inappropriately	-1.11
inapt	-0.11
inaptitude	-0.61
inarticulate	-0.81
inattentive	-0.71
inaudible	-0.51
incapable	-0.51
incapably	-0.51
incautious	-0.61
incendiary	-0.61
incense	-0.31
incessant	-0.51
incessantly	-0.71
incite	-0.21
incitement	-0.61
incivility	-0.61
inclement	-0.51
incognizant	-0.71
incoherence	-0.71
incoherent	-0.61
incoherently	-0.81
incommensurate	-1.01
incomparable	-0.81
incomparably	-0.81
incompatability	-1.11
incompatibility	-1.11
incompatible	-0.81
incompetence	-0.81
incompetent	-0.71
incompetently	-0.91
incomplete	-0.61
incompliant	-0.71
incomprehensible	-1.21
incomprehension	-1.11
inconceivable	-0.91
inconceivably	-0.91
incongruous	-0.71
incongruously	-0.91
inconsequent	-0.81
inconsequential	-1.11
inconsequentially	-1.31
inconsequently	-1.01
inconsiderate	-0.91
inconsiderately	-1.11
inconsistence	-0.91
inconsistencies	-1.11
inconsistency	-0.91
inconsistent	-0.81
inconsolable	-0.81
inconsolably	-0.81
inconstant	-0.61
inconvenience	-0.91
inconveniently	-1.01
incorrect	-0.51
incorrectly	-0.71
incorrigible	-0.81
incorrigibly	-0.81
incredulous	-0.71
incredulously	-0.91
inculcate	-0.51
indecency	-0.51
indecent	-0.41
indecently	-0.61
indecision	-0.61
indecisive	-0.61
indecisively	-0.81
indecorum	-0.51
indefensible	-0.81
indelicate	-0.61
indeterminable	-1.01
indeterminably	-1.01
indeterminate	-0.91
indifference	-0.81
indifferent	-0.71
indigent	-0.41
indignant	-0.51
indignantly	-0.71
indignation	-0.71
indignity	-0.51
indiscernible	-0.91
indiscreet	-0.61
indiscreetly	-0.81
indiscretion	-0.81
indiscriminate	-1.01
indiscriminately	-1.21
indiscriminating	-1.21
indistinguishable	-1.31
indoctrinate	-0.81
indoctrination	-1.01
indolent	-0.41
indulge	-0.31
ineffective	-0.71
ineffectively	-0.91
ineffectiveness	-1.11
ineffectual	-0.71
ineffectually	-0.91
ineffectualness	-1.11
inefficacious	-0.91
inefficacy	-0.61
inefficiency	-0.81
inefficient	-0.71
inefficiently	-0.91
inelegance	-0.61
inelegant	-0.51
ineligible	-0.61
ineloquent	-0.61
ineloquently	-0.81
inept	-0.11
ineptitude	-0.61
ineptly	-0.31
inequalities	-0.81
inequality	-0.61
inequitable	-0.71
inequitably	-0.71
inequities	-0.61
inescapable	-0.71
inescapably	-0.71
inessential	-0.71
inevitable	-0.61
inevitably	-0.61
inexcusable	-0.71
inexcusably	-0.71
inexorable	-0.61
inexorably	-0.61
inexperience	-0.81
inexperienced	-0.91
inexpert	-0.41
inexpertly	-0.61
inexpiable	-0.61
inexplainable	-0.91
inextricable	-0.81
inextricably	-0.81
infamous	-0.41
infamously	-0.61
infamy	-0.21
infected	-0.41
infection	-0.51
infections	-0.61
inferior	-0.41
inferiority	-0.71
infernal	-0.41
infest	-0.21
infested	-0.41
infidel	-0.31
infidels	-0.41
infiltrator	-0.71
infiltrators	-0.81
infirm	-0.21
inflame	-0.31
inflammation	-0.81
inflammatory	-0.81
inflammed	-0.51
inflated	-0.41
inflationary	-0.81
inflexible	-0.61
inflict	-0.31
infraction	-0.61
infringe	-0.41
infringement	-0.81
infringements	-0.91
infuriate	-0.51
infuriated	-0.61
infuriating	-0.71
infuriatingly	-0.91
inglorious	-0.61
ingrate	-0.31
ingratitude	-0.71
inhibit	-0.31
inhibition	-0.61
inhospitable	-0.81
inhospitality	-0.91
inhuman	-0.31
inhumane	-0.41
inhumanity	-0.61
inimical	-0.41
inimically	-0.61
iniquitous	-0.61
iniquity	-0.41
injudicious	-0.71
injure	-0.21
injurious	-0.51
injury	-0.21
injustice	-0.51
injustices	-0.61
innuendo	-0.41
inoperable	-0.61
inopportune	-0.71
inordinate	-0.61
inordinately	-0.81
insane	-0.21
insanely	-0.41
insanity	-0.41
insatiable	-0.61
insecure	-0.41
insecurity	-0.61
insensible	-0.61
insensitive	-0.71
insensitively	-0.91
insensitivity	-0.91
insidious	-0.51
insidiously	-0.71
insignificance	-1.01
insignificant	-0.91
insignificantly	-1.11
insincere	-0.51
insincerely	-0.71
insincerity	-0.71
insinuate	-0.51
insinuating	-0.71
insinuation	-0.71
insociable	-0.61
insolence	-0.51
insolent	-0.41
insolently	-0.61
insolvent	-0.51
insouciance	-0.71
instability	-0.71
instable	-0.41
instigate	-0.51
instigator	-0.61
instigators	-0.71
insubordinate	-0.91
insubstantial	-0.91
insubstantially	-1.11
insufferable	-0.81
insufferably	-0.81
insufficiency	-0.91
insufficient	-0.81
insufficiently	-1.01
insular	-0.31
insult	-0.21
insulted	-0.41
insulting	-0.51
insultingly	-0.71
insults	-0.31
insupportable	-0.91
insupportably	-0.91
insurmountable	-1.01
insurmountably	-1.01
insurrection	-0.81
intefere	-0.41
inteferes	-0.51
intense	-0.31
interfere	-0.51
interference	-0.81
interferes	-0.61
intermittent	-0.81
interrupt	-0.51
interruption	-0.81
interruptions	-0.91
intimidate	-0.61
intimidating	-0.81
intimidatingly	-1.01
intimidation	-0.81
intolerable	-0.71
intolerablely	-0.91
intolerance	-0.71
intoxicate	-0.61
intractable	-0.71
intransigence	-0.91
intransigent	-0.81
intrude	-0.31
intrusion	-0.51
intrusive	-0.51
inundate	-0.41
inundated	-0.51
invader	-0.31
invalid	-0.31
invalidate	-0.61
invalidity	-0.61
invasive	-0.41
invective	-0.51
inveigle	-0.41
invidious	-0.51
invidiously	-0.71
invidiousness	-0.91
invisible	-0.51
involuntarily	-0.91
involuntary	-0.71
irascible	-0.51
irate	-0.11
irately	-0.31
ire	0
irk	0
irked	-0.11
irking	-0.21
irks	-0.01
irksome	-0.31
irksomely	-0.51
irksomeness	-0.71
irksomenesses	-0.91
ironic	-0.21
ironical	-0.41
ironically	-0.61
ironies	-0.31
irony	-0.11
irragularity	-0.81
irrational	-0.61
irrationalities	-1.11
irrationality	-0.91
irrationally	-0.81
irrationals	-0.71
irreconcilable	-1.01
irrecoverable	-0.91
irrecoverableness	-1.31
irrecoverablenesses	-1.51
irrecoverably	-0.91
irredeemable	-0.81
irredeemably	-0.81
irreformable	-0.81
irregular	-0.51
irregularity	-0.81
irrelevance	-0.71
irrelevant	-0.61
irreparable	-0.71
irreplacible	-0.81
irrepressible	-0.91
irresolute	-0.61
irresolvable	-0.81
irresponsible	-0.91
irresponsibly	-0.91
irretating	-0.61
irretrievable	-0.91
irreversible	-0.81
irritable	-0.51
irritably	-0.51
irritant	-0.41
irritate	-0.41
irritated	-0.51
irritating	-0.61
irritation	-0.61
irritations	-0.71
isolate	-0.31
isolated	-0.41
isolation	-0.51
issue	-0.11
issues	-0.21
itch	-0.01
itching	-0.31
itchy	-0.11
jabber	-0.21
jaded	-0.11
jagged	-0.21
jam	0
jarring	-0.31
jaundiced	-0.51
jealous	-0.31
jealously	-0.51
jealousness	-0.71
jealousy	-0.41
jeer	-0.01
jeering	-0.31
jeeringly	-0.51
jeers	-0.11
jeopardize	-0.61
jeopardy	-0.41
jerk	-0.01
jerky	-0.11
jitter	-0.21
jitters	-0.31
jittery	-0.31
job-killing	-0.71
jobless	-0.31
joke	-0.01
joker	-0.11
jolt	-0.01
judder	-0.21
juddering	-0.51
judders	-0.31
jumpy	-0.11
junk	-0.01
junky	-0.11
junkyard	-0.41
jutter	-0.21
jutters	-0.31
kaput	-0.11
kill	-0.01
killed	-0.21
killer	-0.21
killing	-0.31
killjoy	-0.31
kills	-0.11
knave	-0.11
knife	-0.11
knock	-0.11
knotted	-0.31
kook	-0.01
kooky	-0.11
lack	-0.01
lackadaisical	-0.91
lacked	-0.21
lackey	-0.21
lackeys	-0.31
lacking	-0.31
lackluster	-0.61
lacks	-0.11
laconic	-0.31
lag	0
lagged	-0.21
lagging	-0.31
laggy	-0.11
lags	-0.01
laid-off	-0.41
lambast	-0.31
lambaste	-0.41
lame	-0.01
lame-duck	-0.51
lament	-0.21
lamentable	-0.61
lamentably	-0.61
languid	-0.31
languish	-0.41
languor	-0.31
languorous	-0.61
languorously	-0.81
lanky	-0.11
lapse	-0.11
lapsed	-0.21
lapses	-0.21
lascivious	-0.61
last-ditch	-0.61
latency	-0.31
laughable	-0.51
laughably	-0.51
laughingstock	-0.91
lawbreaker	-0.61
lawbreaking	-0.71
lawless	-0.31
lawlessness	-0.71
layoff	-0.21
layoff-happy	-0.81
lazy	-0.01
leak	-0.01
leakage	-0.31
leakages	-0.41
leaking	-0.31
leaks	-0.11
leaky	-0.11
lech	-0.01
lecher	-0.21
lecherous	-0.51
lechery	-0.31
leech	-0.11
leer	-0.01
leery	-0.11
left-leaning	-0.81
lemon	-0.11
lengthy	-0.31
less-developed	-1.01
lesser-known	-0.81
letch	-0.11
lethal	-0.21
lethargic	-0.51
lethargy	-0.41
lewd	-0.01
lewdly	-0.21
lewdness	-0.41
liability	-0.51
liable	-0.21
liar	-0.01
liars	-0.11
licentious	-0.61
licentiously	-0.81
licentiousness	-1.01
lie	0
lied	-0.01
lier	-0.01
lies	-0.01
life-threatening	-1.21
lifeless	-0.41
limit	-0.11
limitation	-0.61
limitations	-0.71
limited	-0.31
limits	-0.21
limp	-0.01
listless	-0.41
litigious	-0.51
little-known	-0.81
livid	-0.11
lividly	-0.31
loath	-0.11
loathe	-0.21
loathing	-0.41
loathly	-0.31
loathsome	-0.51
loathsomely	-0.71
lone	-0.01
loneliness	-0.61
lonely	-0.21
loner	-0.11
lonesome	-0.41
long-time	-0.51
long-winded	-0.71
longing	-0.31
longingly	-0.51
loophole	-0.41
loopholes	-0.51
loose	-0.11
loot	-0.01
lorn	-0.01
lose	-0.01
loser	-0.11
losers	-0.21
loses	-0.11
losing	-0.21
loss	-0.01
losses	-0.21
lost	-0.01
loud	-0.01
louder	-0.21
lousy	-0.11
loveless	-0.41
lovelorn	-0.41
low-rated	-0.51
lowly	-0.11
ludicrous	-0.51
ludicrously	-0.71
lugubrious	-0.61
lukewarm	-0.41
lull	-0.01
lumpy	-0.11
lunatic	-0.31
lunaticism	-0.61
lurch	-0.11
lure	-0.01
lurid	-0.11
lurk	-0.01
lurking	-0.31
lying	-0.11
macabre	-0.31
mad	0
madden	-0.21
maddening	-0.51
maddeningly	-0.71
madder	-0.21
madly	-0.11
madman	-0.21
madness	-0.31
maladjusted	-0.71
maladjustment	-0.91
malady	-0.21
malaise	-0.31
malcontent	-0.61
malcontented	-0.81
maledict	-0.41
malevolence	-0.71
malevolent	-0.61
malevolently	-0.81
malice	-0.21
malicious	-0.51
maliciously	-0.71
maliciousness	-0.91
malign	-0.21
malignant	-0.51
malodorous	-0.61
maltreatment	-0.81
mangle	-0.21
mangled	-0.31
mangles	-0.31
mangling	-0.41
mania	-0.11
maniac	-0.21
maniacal	-0.41
manic	-0.11
manipulate	-0.61
manipulation	-0.81
manipulative	-0.81
manipulators	-0.81
mar	0
marginal	-0.41
marginally	-0.61
martyrdom	-0.51
martyrdom-seeking	-1.31
mashed	-0.21
massacre	-0.41
massacres	-0.51
matte	-0.11
mawkish	-0.31
mawkishly	-0.51
mawkishness	-0.71
meager	-0.21
meaningless	-0.71
meanness	-0.41
measly	-0.21
meddle	-0.21
meddlesome	-0.61
mediocre	-0.41
mediocrity	-0.61
melancholy	-0.61
melodramatic	-0.81
melodramatically	-1.21
meltdown	-0.41
menace	-0.21
menacing	-0.41
menacingly	-0.61
mendacious	-0.61
mendacity	-0.51
menial	-0.21
merciless	-0.51
mercilessly	-0.71
mess	-0.01
messed	-0.21
messes	-0.21
messing	-0.31
messy	-0.11
midget	-0.21
miff	-0.01
militancy	-0.51
mindless	-0.41
mindlessly	-0.61
mirage	-0.21
mire	-0.01
misalign	-0.41
misaligned	-0.61
misaligns	-0.51
misapprehend	-0.81
misbecome	-0.51
misbecoming	-0.71
misbegotten	-0.71
misbehave	-0.51
misbehavior	-0.71
miscalculate	-0.81
miscalculation	-1.01
miscellaneous	-0.91
mischief	-0.41
mischievous	-0.71
mischievously	-0.91
misconception	-0.91
misconceptions	-1.01
miscreant	-0.51
miscreants	-0.61
misdirection	-0.81
miser	-0.11
miserable	-0.51
miserableness	-0.91
miserably	-0.51
miseries	-0.41
miserly	-0.31
misery	-0.21
misfit	-0.21
misfortune	-0.61
misgiving	-0.51
misgivings	-0.61
misguidance	-0.71
misguide	-0.41
misguided	-0.51
mishandle	-0.51
mishap	-0.21
misinform	-0.51
misinformed	-0.71
misinterpret	-0.81
misjudge	-0.41
misjudgment	-0.71
mislead	-0.31
misleading	-0.61
misleadingly	-0.81
mislike	-0.31
mismanage	-0.51
mispronounce	-0.81
mispronounced	-0.91
mispronounces	-0.91
misread	-0.31
misreading	-0.61
misrepresent	-0.81
misrepresentation	-1.31
miss	-0.01
missed	-0.21
misses	-0.21
misstatement	-0.81
mist	-0.01
mistake	-0.31
mistaken	-0.41
mistakenly	-0.61
mistakes	-0.41
mistified	-0.51
mistress	-0.41
mistrust	-0.41
mistrustful	-0.71
mistrustfully	-0.91
mists	-0.11
misunderstand	-0.91
misunderstanding	-1.21
misunderstandings	-1.31
misunderstood	-0.91
misuse	-0.21
moan	-0.01
mobster	-0.31
mock	-0.01
mocked	-0.21
mockeries	-0.51
mockery	-0.31
mocking	-0.31
mockingly	-0.51
mocks	-0.11
molest	-0.21
molestation	-0.71
monotonous	-0.61
monotony	-0.41
monster	-0.31
monstrosities	-0.91
monstrosity	-0.71
monstrous	-0.51
monstrously	-0.71
moody	-0.11
moot	-0.01
mope	-0.01
morbid	-0.21
morbidly	-0.41
mordant	-0.31
mordantly	-0.51
moribund	-0.41
moron	-0.11
moronic	-0.31
morons	-0.21
mortification	-0.91
mortified	-0.51
mortify	-0.31
mortifying	-0.61
motionless	-0.61
motley	-0.21
